2024-04-03 11:40:37,260: 'j'
2024-04-03 11:40:37,353: 'f'
2024-04-03 11:40:37,360: 'h'
2024-04-03 11:40:37,444: 'i'
2024-04-03 11:40:37,569: 'h'
2024-04-03 11:40:37,597: 'f'
2024-04-03 11:40:37,632: 'u'
2024-04-03 11:40:37,745: 'd'
2024-04-03 11:40:38,369: Key.backspace
2024-04-03 11:40:38,673: Key.backspace
2024-04-03 11:40:39,172: Key.backspace
2024-04-03 11:40:39,205: Key.backspace
2024-04-03 11:40:39,238: Key.backspace
2024-04-03 11:40:39,271: Key.backspace
2024-04-03 11:40:39,305: Key.backspace
2024-04-03 11:40:39,337: Key.backspace
2024-04-03 11:40:39,370: Key.backspace
2024-04-03 11:40:39,403: Key.backspace
2024-04-03 11:40:39,436: Key.backspace
2024-04-03 11:41:00,453: Key.enter
2024-04-03 11:41:34,604: 'h'
2024-04-03 11:41:34,604: 'h'
2024-04-03 11:41:34,604: 'h'
2024-04-03 11:41:34,745: 'e'
2024-04-03 11:41:34,746: 'e'
2024-04-03 11:41:35,113: 'l'
2024-04-03 11:41:35,113: 'l'
2024-04-03 11:41:35,113: 'l'
2024-04-03 11:41:35,245: 'l'
2024-04-03 11:41:35,245: 'l'
2024-04-03 11:41:35,380: 'o'
2024-04-03 11:41:35,380: 'o'
2024-04-03 11:41:35,380: 'o'
2024-04-03 11:41:35,833: Key.space
2024-04-03 11:41:35,833: Key.space
2024-04-03 11:43:12,653: 'a'
2024-04-03 11:43:12,654: 'a'
2024-04-03 11:43:12,713: 'k'
2024-04-03 11:43:12,714: 'k'
2024-04-03 11:43:13,236: 'f'
2024-04-03 11:43:13,236: 'f'
2024-04-03 11:43:13,928: 's'
2024-04-03 11:43:13,929: 's'
2024-04-03 11:43:13,981: 'd'
2024-04-03 11:43:13,981: 'd'
2024-04-03 11:43:14,148: 'f'
2024-04-03 11:43:14,149: 'f'
2024-04-03 11:43:14,405: 's'
2024-04-03 11:43:14,405: 's'
2024-04-03 11:43:14,616: Key.backspace
2024-04-03 11:43:14,616: Key.backspace
2024-04-03 11:43:15,117: Key.backspace
2024-04-03 11:43:15,117: Key.backspace
2024-04-03 11:43:15,150: Key.backspace
2024-04-03 11:43:15,150: Key.backspace
2024-04-03 11:43:15,183: Key.backspace
2024-04-03 11:43:15,183: Key.backspace
2024-04-03 11:43:15,216: Key.backspace
2024-04-03 11:43:15,216: Key.backspace
2024-04-03 11:43:15,249: Key.backspace
2024-04-03 11:43:15,249: Key.backspace
2024-04-03 11:43:15,282: Key.backspace
2024-04-03 11:43:15,282: Key.backspace
2024-04-03 11:43:15,315: Key.backspace
2024-04-03 11:43:15,315: Key.backspace
2024-04-03 11:43:15,348: Key.backspace
2024-04-03 11:43:15,348: Key.backspace
2024-04-03 11:43:15,381: Key.backspace
2024-04-03 11:43:15,381: Key.backspace
2024-04-03 11:43:15,413: Key.backspace
2024-04-03 11:43:15,413: Key.backspace
2024-04-03 11:43:15,447: Key.backspace
2024-04-03 11:43:15,447: Key.backspace
2024-04-03 11:43:15,480: Key.backspace
2024-04-03 11:43:15,480: Key.backspace
2024-04-03 11:43:15,513: Key.backspace
2024-04-03 11:43:15,513: Key.backspace
2024-04-03 11:43:15,546: Key.backspace
2024-04-03 11:43:15,546: Key.backspace
2024-04-03 11:43:15,579: Key.backspace
2024-04-03 11:43:15,579: Key.backspace
2024-04-03 11:43:15,612: Key.backspace
2024-04-03 11:43:15,612: Key.backspace
2024-04-03 11:43:15,645: Key.backspace
2024-04-03 11:43:15,645: Key.backspace
2024-04-03 11:43:15,821: Key.backspace
2024-04-03 11:43:15,821: Key.backspace
